0x;0y;1x;1y;2x;2y;3x;3y;4x;4y;5x;5y;6x;6y;7x;7y;8x;8y;9x;9y;10x;10y;11x;11y;12x;12y;13x;13y;14x;14y;15x;15y;16x;16y;17x;17y;18x;18y;19x;19y;20x;20y;char
445.746;468.212;397.374;432.593;371.802;379.714;390.571;327.674;410.261;303.431;389.562;325.270;386.433;250.176;390.446;203.708;397.539;161.028;428.098;325.336;428.556;247.936;433.225;193.859;434.355;143.576;462.579;337.206;465.645;267.456;465.374;216.616;465.797;169.374;495.590;357.521;497.096;299.786;494.814;265.312;493.901;228.154;B
445.265;468.835;396.508;438.640;370.309;386.733;386.663;331.999;406.164;304.932;391.611;324.891;385.208;250.948;387.656;204.663;395.156;161.384;429.910;322.979;428.971;247.150;432.305;192.234;433.509;139.706;463.237;335.310;467.536;267.505;467.870;217.119;470.177;167.914;495.976;358.783;496.574;302.267;493.247;268.254;491.765;230.280;B
449.495;458.771;401.611;429.167;374.137;378.439;387.435;325.103;405.224;296.136;392.435;323.483;386.902;249.354;390.713;201.282;398.040;157.059;430.130;322.299;427.484;244.511;430.236;191.358;432.725;143.958;463.114;334.135;464.017;262.213;461.254;215.416;460.855;172.243;497.512;355.232;496.495;294.615;496.069;257.534;497.421;216.855;B
452.081;462.534;401.077;424.240;369.591;368.597;370.098;309.847;375.679;281.664;385.777;321.112;385.020;244.784;390.332;197.635;396.983;157.018;425.238;316.828;422.427;236.603;425.674;180.513;428.983;134.597;460.297;325.781;458.347;251.123;456.466;199.652;453.407;152.935;497.432;344.816;494.213;285.467;491.969;248.105;488.924;205.560;B
450.966;461.536;403.913;429.483;374.248;377.891;388.018;326.570;410.300;305.769;387.858;319.356;382.724;246.718;383.110;201.533;386.198;159.763;425.465;316.745;424.867;241.048;425.717;187.408;421.848;137.688;459.484;327.360;464.613;257.210;463.124;208.966;459.398;163.099;493.223;348.823;497.378;289.445;493.479;257.102;488.578;222.943;B
449.739;460.612;401.425;434.463;370.207;386.199;376.141;335.116;393.037;306.610;383.320;322.724;368.122;252.139;361.916;204.951;362.315;163.935;417.701;316.614;407.666;241.588;401.789;188.156;395.750;143.208;451.289;323.529;448.755;256.707;439.386;209.962;430.670;168.271;487.318;339.865;482.848;287.124;473.402;258.797;465.799;232.719;B
449.198;458.568;394.007;437.566;354.682;390.675;354.936;334.348;362.425;302.655;365.803;328.753;348.055;255.555;341.909;207.229;339.996;164.340;403.700;320.617;385.838;246.445;375.695;190.743;366.836;141.457;440.515;327.143;427.067;256.867;415.681;207.895;406.885;160.392;480.294;343.793;467.818;285.939;461.036;251.043;455.208;210.597;B
452.106;469.069;395.460;454.404;350.913;413.047;342.273;358.952;351.932;327.981;357.837;341.315;335.493;271.624;322.373;223.367;315.528;182.325;393.172;328.505;370.882;253.821;353.287;197.276;340.158;151.116;427.849;330.823;409.147;263.156;389.108;215.735;373.704;173.580;467.052;342.432;451.979;290.386;438.364;254.293;425.505;216.646;B
455.480;468.012;398.579;453.899;352.488;413.320;346.465;361.635;358.001;332.675;360.653;340.746;339.521;270.946;327.872;223.771;321.621;183.625;396.596;328.662;374.665;255.215;360.626;202.710;348.885;156.891;432.027;331.898;414.425;267.078;398.377;222.539;385.133;179.268;471.678;345.289;453.698;294.432;442.459;255.220;432.427;210.611;B
455.569;471.535;398.622;457.937;351.851;413.525;339.387;357.084;339.056;325.466;358.217;340.841;334.006;269.130;321.143;223.890;312.618;184.095;393.136;327.330;366.369;252.614;348.793;197.920;334.274;150.912;430.272;329.341;406.299;260.496;386.060;211.855;369.750;165.108;473.740;342.124;454.468;289.359;441.667;254.411;428.186;213.351;B
455.991;474.513;398.414;459.182;352.427;413.356;336.294;355.899;333.264;323.099;355.414;344.293;326.181;269.797;316.229;224.042;310.416;183.578;391.346;330.062;360.894;251.653;346.250;196.725;335.585;148.079;429.895;330.217;403.719;256.952;386.258;209.448;371.857;162.735;473.200;341.197;455.301;284.033;443.410;248.797;430.884;207.422;B
452.626;469.899;395.447;455.722;347.337;413.858;334.484;360.024;340.816;331.995;354.281;339.840;327.852;269.325;312.391;223.244;303.256;184.968;389.760;326.199;363.123;249.435;344.045;196.052;329.161;153.199;425.953;326.351;401.194;257.728;380.156;210.782;364.835;168.617;466.732;338.153;446.940;285.941;433.552;248.386;421.667;208.886;B
456.374;471.732;394.528;455.953;349.389;410.199;336.343;355.743;336.104;328.258;357.790;339.814;329.065;268.104;315.125;222.467;306.693;183.244;394.965;325.485;367.221;248.689;349.399;195.949;336.392;151.761;432.063;325.114;406.013;259.167;386.149;214.579;371.069;171.999;471.415;335.591;452.196;283.870;438.934;246.958;426.566;204.863;B
459.436;470.492;400.383;460.803;350.447;414.178;337.032;357.411;340.253;330.496;358.982;342.751;329.923;272.542;314.483;228.044;305.439;189.471;393.398;327.091;364.441;251.680;344.447;196.774;329.180;152.497;429.810;326.422;404.126;257.908;382.758;208.407;365.707;161.581;472.081;337.867;452.225;288.014;438.252;252.539;424.043;213.042;B
458.996;468.577;401.285;458.664;352.198;415.396;335.425;360.158;333.682;332.856;359.197;346.581;329.602;273.255;314.655;228.737;306.119;190.559;393.744;330.857;363.646;252.201;343.578;199.014;329.397;156.903;428.503;329.436;400.520;260.975;379.355;214.652;361.628;171.117;467.731;338.220;447.047;285.895;434.243;248.380;420.288;205.780;B
458.717;471.103;396.999;459.242;349.389;414.679;341.986;358.396;349.154;328.337;353.627;347.091;324.445;275.137;311.654;228.338;304.633;186.389;390.555;331.202;360.827;253.270;342.424;198.887;327.830;153.254;427.452;328.635;401.078;257.826;381.444;208.802;364.552;162.236;467.924;337.593;449.000;282.476;435.897;245.367;421.836;204.586;B
457.468;471.100;398.956;458.449;352.760;415.034;344.213;358.808;352.711;329.474;356.842;347.774;330.773;274.801;317.739;229.397;309.980;190.367;390.646;333.529;364.576;256.745;346.851;201.578;333.035;156.745;426.211;333.627;402.512;262.933;382.336;214.604;365.723;170.244;467.564;344.720;449.781;289.937;436.532;255.189;422.734;217.834;B
452.716;456.762;397.444;433.658;359.491;386.002;350.749;330.372;352.715;294.520;377.988;322.680;369.848;250.513;372.381;204.038;378.828;161.500;417.347;313.520;413.180;237.330;413.988;184.239;412.632;134.768;454.307;322.173;449.699;247.694;445.353;200.610;440.039;153.668;495.399;341.623;488.423;283.876;486.783;246.384;483.204;202.564;B
445.402;461.555;405.730;416.488;396.128;357.265;418.636;305.383;436.116;279.707;435.069;316.581;457.663;254.164;478.833;215.072;499.821;182.537;471.445;324.120;495.649;253.376;517.296;209.534;536.631;173.002;499.199;342.856;520.795;274.662;535.703;230.456;549.629;191.371;528.121;371.093;542.145;316.749;554.058;280.652;567.738;241.464;B
444.090;474.541;401.520;423.593;388.862;358.269;412.940;303.697;429.421;284.333;434.497;318.157;459.369;251.656;480.489;212.682;499.339;181.930;472.168;324.058;496.713;251.742;516.966;206.146;534.754;170.843;501.379;343.420;523.733;273.945;537.920;229.702;550.416;191.826;529.849;373.219;544.278;318.321;555.725;283.307;567.952;244.837;B
442.931;466.088;403.123;416.647;395.175;352.764;421.736;301.934;439.286;282.751;434.543;314.683;458.646;251.330;480.052;213.042;500.737;181.408;471.878;323.109;498.657;251.648;519.425;207.984;537.701;171.461;500.580;343.408;522.281;274.904;537.477;231.019;551.367;192.717;528.922;373.804;543.075;318.428;554.931;282.907;568.590;243.910;B
444.473;472.602;403.744;424.401;392.810;359.647;419.491;308.352;437.045;292.879;434.090;319.827;458.149;255.458;479.295;218.426;497.804;186.002;471.768;326.750;496.217;254.533;517.191;210.764;534.688;173.559;500.779;345.909;519.948;276.945;534.247;233.134;545.930;193.253;528.439;375.123;540.540;320.780;550.812;285.852;562.006;246.352;B
446.869;463.921;406.270;416.872;394.741;354.550;418.225;302.381;435.320;281.630;437.524;313.801;459.237;251.142;479.975;213.383;500.390;181.652;475.123;321.228;500.411;250.215;520.553;206.738;537.773;170.669;503.103;341.383;524.970;272.553;538.587;229.275;551.360;190.143;530.904;372.092;544.782;318.490;555.803;282.301;568.577;241.975;B
437.684;476.382;398.387;424.306;388.763;359.128;411.038;308.224;423.970;293.552;432.830;320.141;451.941;256.366;470.868;218.891;490.819;185.834;468.459;325.947;491.396;254.615;509.898;210.780;526.256;174.818;495.564;344.213;517.196;275.663;528.529;232.589;539.889;193.223;522.940;373.670;536.995;318.451;546.923;284.109;558.113;244.545;B
441.792;467.044;402.109;415.461;391.801;354.047;416.860;302.792;433.178;280.851;430.681;319.119;454.097;254.012;474.695;214.517;494.646;181.827;468.408;327.114;493.185;253.602;513.238;208.418;530.203;172.091;497.393;346.244;517.668;275.726;531.632;230.818;543.818;191.942;526.246;374.570;538.470;317.669;548.662;281.314;560.221;242.560;B
449.558;467.215;405.485;417.948;385.384;355.281;400.333;297.517;420.932;273.190;428.070;315.712;449.693;251.536;469.944;212.249;488.095;182.710;465.091;318.945;488.842;250.311;509.143;206.687;526.140;171.092;497.827;334.947;517.655;269.773;531.388;229.607;544.227;192.792;528.163;359.066;540.109;308.799;550.855;274.922;563.113;239.733;B
446.551;469.699;409.195;418.088;398.685;354.208;423.837;304.465;441.580;293.758;440.658;316.469;462.034;251.054;481.718;213.280;501.289;181.458;476.452;323.204;500.999;250.879;520.440;206.319;537.602;169.377;503.506;342.260;525.791;274.007;539.781;230.454;552.950;191.579;529.077;371.979;543.939;317.288;554.425;282.076;566.718;242.746;B
443.030;463.713;405.175;416.856;397.943;353.945;422.164;303.918;436.903;283.474;433.768;316.192;454.719;251.075;473.255;212.143;492.451;179.054;469.437;323.732;492.688;252.511;512.212;207.621;530.532;171.563;496.535;341.592;519.258;275.294;533.052;231.385;545.939;193.486;522.731;369.896;537.404;316.374;548.794;280.726;562.703;243.547;B
441.697;465.446;400.388;418.099;391.268;353.863;419.289;301.780;436.014;284.146;431.013;312.751;452.923;248.929;471.799;209.853;490.648;176.314;468.889;319.796;493.068;248.659;512.191;205.188;528.677;169.978;497.232;338.188;519.470;271.099;534.133;227.137;546.298;188.980;525.329;367.524;540.261;313.664;551.321;278.539;563.573;240.510;B
444.282;462.753;407.225;410.309;402.023;345.526;429.033;296.000;441.216;280.127;442.035;308.410;460.144;244.355;477.254;205.005;496.580;171.705;475.585;316.937;497.045;247.225;514.772;203.099;531.085;167.484;500.670;335.212;522.997;269.430;536.752;225.902;550.918;187.173;526.174;364.800;542.309;310.970;553.479;275.717;567.123;238.527;B
451.474;463.857;406.504;423.007;382.016;361.606;388.817;303.766;397.658;276.469;417.036;315.610;427.498;245.125;442.158;204.050;455.500;171.293;453.273;316.529;464.020;240.284;476.822;190.556;486.783;149.519;487.068;328.701;492.525;257.388;499.042;211.182;503.862;169.979;520.727;349.197;526.075;296.515;532.757;261.834;539.045;223.666;B
449.301;460.675;401.031;435.291;369.440;385.125;371.765;332.632;378.186;300.837;391.043;324.309;386.261;249.953;389.484;203.273;394.838;162.641;431.769;319.875;425.449;243.340;427.770;188.407;428.744;139.539;466.871;331.067;461.270;260.381;459.955;211.039;459.590;163.018;503.465;352.405;501.329;297.624;503.732;260.955;507.749;218.289;B
450.107;468.118;398.708;435.848;374.509;381.144;381.031;324.198;388.027;293.137;399.432;325.486;396.480;250.519;399.604;202.449;405.865;157.896;439.083;324.887;434.342;246.991;435.444;191.503;436.595;142.772;473.647;337.933;467.472;269.015;461.079;223.670;457.779;180.456;509.711;359.657;504.768;302.621;505.382;262.343;508.639;215.180;B
453.668;465.505;404.178;432.181;376.062;377.823;379.654;321.000;385.951;290.804;395.926;319.196;397.776;243.171;404.112;197.491;410.802;158.805;435.834;316.582;436.182;234.468;441.002;178.355;444.096;130.052;471.023;328.623;470.555;251.358;470.641;200.537;468.562;152.425;508.754;350.392;505.157;291.145;503.593;255.815;502.294;213.163;B
452.887;469.515;398.841;433.377;372.680;377.022;379.683;320.381;390.111;290.559;400.714;318.908;400.139;243.994;404.810;197.112;410.935;156.545;440.049;315.733;440.342;234.676;442.497;179.481;444.326;133.037;474.401;327.530;474.761;252.902;472.275;203.616;470.368;157.734;509.650;350.153;510.207;293.269;507.501;256.266;505.846;213.025;B
450.706;460.764;398.207;429.482;369.976;376.636;378.733;321.723;392.670;290.818;393.332;318.491;393.125;243.310;399.106;196.396;406.802;154.776;432.597;315.896;433.981;235.288;437.239;180.207;439.474;130.317;467.773;327.602;469.718;252.735;468.509;201.807;466.107;152.416;504.491;350.015;502.945;292.818;501.696;255.880;499.701;211.668;B
451.939;461.095;401.217;430.830;374.561;375.623;383.318;320.308;394.625;291.094;394.460;317.643;394.920;242.621;400.353;195.489;407.167;155.417;433.980;314.482;433.576;231.866;437.182;175.404;439.339;126.233;469.811;326.522;469.066;250.090;467.775;200.621;465.875;153.357;506.927;348.513;503.541;292.574;501.532;256.133;499.087;212.910;B
451.846;458.152;401.893;427.716;370.993;374.724;377.454;316.811;385.999;286.815;398.233;318.195;397.302;243.201;402.164;196.760;409.529;154.331;434.927;315.311;431.846;236.374;434.997;181.222;437.297;131.410;468.570;326.516;464.700;254.730;460.826;203.213;457.905;153.919;504.536;347.655;500.240;294.074;496.994;256.638;493.579;212.832;B
449.569;460.088;398.792;424.976;370.069;372.357;375.454;316.911;383.748;285.779;396.492;317.357;397.891;243.075;403.500;195.586;410.970;153.592;434.327;314.694;435.443;235.587;438.867;179.657;440.917;131.074;468.497;327.910;468.075;253.319;465.288;202.431;462.697;154.047;504.973;351.233;500.949;294.690;497.505;256.457;493.774;212.016;B
452.446;458.525;400.815;423.150;372.796;368.887;380.592;312.100;392.041;284.053;397.376;313.679;399.713;238.029;406.148;191.422;413.529;150.204;436.559;311.067;437.733;229.890;441.845;173.640;443.706;125.722;471.239;323.878;470.283;248.725;468.077;198.993;464.907;151.822;508.173;346.820;504.149;290.208;500.401;253.676;496.458;210.366;B
445.965;462.696;398.072;429.651;372.335;377.378;382.300;325.596;392.711;298.978;396.402;320.378;392.831;245.256;398.182;197.567;406.719;157.244;434.196;321.689;430.525;242.923;435.226;186.937;438.544;137.756;467.153;334.443;466.548;263.380;466.059;212.044;468.209;161.746;501.239;357.945;498.168;298.880;495.195;263.843;494.579;224.056;B
448.650;459.025;396.266;423.937;368.325;370.887;372.871;314.862;378.124;283.532;397.506;317.230;397.361;241.368;403.454;193.234;411.710;151.019;435.000;314.399;435.350;233.352;438.580;177.454;440.983;128.930;469.199;326.996;467.235;251.633;463.884;200.446;461.528;152.095;505.644;349.440;501.459;292.886;498.982;254.245;496.835;209.509;B
452.554;456.459;402.617;422.016;374.234;370.011;381.084;313.222;388.409;279.153;398.361;316.662;399.428;240.762;405.503;192.855;413.153;151.411;436.950;316.724;435.739;235.454;438.723;177.216;441.462;128.722;471.152;329.237;469.075;254.569;465.733;201.246;463.282;153.350;507.965;351.632;503.320;292.995;499.463;254.998;495.606;213.291;B
450.435;462.015;399.564;429.294;372.136;372.964;377.237;316.004;385.316;285.318;398.573;316.679;399.631;241.785;404.021;194.923;410.375;153.782;436.559;313.397;437.453;232.174;439.368;175.385;440.422;128.191;470.174;325.516;470.360;251.237;466.723;201.025;463.491;153.224;506.497;348.471;505.113;293.139;501.981;256.955;499.199;213.761;B
451.568;465.860;400.310;433.126;373.568;375.920;384.762;317.583;396.539;285.365;393.953;318.747;395.587;243.427;403.542;196.181;412.347;155.420;433.462;315.978;432.404;234.564;436.824;177.077;440.694;127.458;469.502;328.103;469.303;252.024;468.912;200.857;468.372;152.056;507.632;350.384;504.849;294.242;503.198;256.112;501.846;209.567;B
453.587;466.976;402.710;433.067;373.294;380.137;382.251;323.184;394.223;293.483;391.767;319.659;391.838;244.988;397.415;198.806;404.168;158.672;431.481;316.028;429.110;234.951;432.285;178.205;435.414;126.879;467.791;327.814;465.781;252.157;464.411;199.802;462.906;148.898;505.483;350.058;502.129;292.944;500.760;254.026;498.976;207.412;B
447.834;469.659;396.800;440.340;367.016;388.084;364.128;335.584;365.289;301.940;389.763;324.237;379.813;248.527;381.182;202.579;385.120;161.298;430.026;321.720;424.916;243.543;426.328;188.871;424.346;135.111;465.627;334.922;463.819;263.280;463.309;214.258;462.253;161.448;501.241;359.397;500.582;303.560;502.113;264.444;503.974;218.985;B
442.787;461.539;393.624;436.027;364.295;383.281;365.986;330.577;377.800;298.423;386.742;315.397;380.152;239.475;385.256;192.539;393.359;152.136;427.266;312.668;425.072;234.659;429.697;175.489;431.109;121.357;462.024;325.369;463.065;253.632;463.727;200.439;464.410;147.073;497.077;350.016;497.873;297.390;497.517;257.947;496.173;212.683;B
445.709;453.756;394.315;432.748;360.907;384.979;358.452;334.005;368.157;298.936;384.287;320.807;375.844;248.884;377.223;204.324;382.321;162.740;423.638;319.130;417.961;244.356;417.971;190.409;414.879;137.062;459.442;331.547;454.192;261.457;451.891;209.475;448.014;154.771;497.052;355.182;492.252;301.007;488.762;262.366;482.072;218.368;B
445.666;455.720;391.902;432.789;360.490;379.009;355.168;326.812;357.235;293.133;384.434;317.343;369.727;242.895;369.003;195.978;372.789;152.946;422.794;313.701;411.968;235.832;410.682;179.437;406.525;123.396;459.168;326.343;452.575;253.052;447.927;202.459;442.931;147.760;496.316;350.773;490.773;294.681;486.181;256.153;478.349;211.930;B
445.937;455.391;393.887;429.882;361.984;374.460;361.696;318.512;362.355;289.072;378.429;310.409;365.812;234.039;366.467;185.936;369.534;142.708;419.568;304.614;406.549;225.283;406.212;167.225;404.040;116.063;456.212;313.715;445.453;242.048;441.313;189.706;438.023;137.605;493.724;335.105;486.634;279.516;483.468;242.025;479.514;198.629;B
444.026;454.505;391.072;430.331;359.854;374.206;364.808;318.632;374.847;288.313;381.846;307.559;370.896;232.739;369.099;186.118;369.902;142.837;422.820;302.585;411.758;227.774;407.061;172.459;401.208;119.673;459.117;314.020;452.972;244.320;446.518;195.977;440.403;146.125;495.150;336.775;491.108;281.325;486.448;239.697;479.939;192.007;B
450.715;459.703;397.210;435.145;361.774;381.058;355.256;327.838;351.407;299.397;380.957;314.031;364.699;237.855;364.347;189.541;369.333;145.421;422.088;309.491;410.564;229.767;409.215;171.495;406.224;119.315;459.547;320.379;451.503;249.575;445.629;197.898;440.809;146.176;496.563;342.977;488.632;287.287;482.140;248.994;474.941;204.404;B
447.554;458.817;394.606;438.844;360.171;388.493;355.141;336.617;359.083;305.818;379.144;321.814;363.826;244.046;363.727;197.245;369.387;155.463;418.650;317.243;408.344;235.858;407.541;178.799;404.714;126.254;455.327;327.175;448.074;252.828;441.301;199.714;435.942;146.987;493.406;350.272;488.065;292.769;480.370;253.760;471.436;211.643;B
448.670;460.908;400.082;438.569;360.378;391.292;356.371;340.435;362.610;311.270;378.508;321.397;366.584;247.381;365.915;202.225;369.500;160.885;418.410;316.038;407.215;238.306;404.964;180.324;401.357;127.532;454.701;326.370;446.990;252.605;439.324;199.230;433.132;145.807;492.906;348.550;486.730;291.707;480.208;254.001;472.913;211.584;B
444.072;462.911;392.746;438.876;359.052;388.427;357.246;334.383;364.320;309.540;375.657;319.301;364.580;246.101;363.572;201.804;367.094;160.661;415.479;312.726;403.508;235.224;402.184;178.582;399.358;125.459;451.429;320.382;441.708;249.636;435.319;196.270;430.013;141.487;488.198;340.093;478.963;285.278;472.678;248.155;466.464;206.509;B
444.826;462.626;391.919;441.438;355.625;391.359;349.943;341.728;350.650;315.981;371.348;322.647;359.913;248.455;361.164;202.400;366.088;158.092;413.196;314.588;402.435;236.443;401.666;179.948;397.975;126.560;450.952;323.067;439.649;251.503;432.755;198.176;426.626;143.451;489.537;344.315;481.699;289.553;475.588;249.707;468.716;203.505;B
448.445;457.593;392.900;434.098;360.423;379.917;357.008;328.751;358.486;300.809;384.273;321.681;367.025;239.849;367.262;191.002;373.797;146.524;423.386;315.747;411.363;229.638;409.822;171.344;405.589;118.997;459.139;324.922;447.326;249.561;438.889;199.994;433.666;151.008;495.133;344.753;488.110;288.843;482.466;247.673;476.762;202.288;B
448.580;449.949;402.619;427.940;373.956;373.728;386.037;319.806;413.644;286.879;389.805;325.553;375.039;247.421;374.703;195.761;379.914;149.746;427.125;320.319;417.883;236.997;416.310;175.797;412.555;119.629;461.493;330.098;456.526;251.641;451.634;198.111;447.015;147.420;497.473;347.989;493.558;289.490;487.485;246.302;477.851;204.947;B
448.435;445.203;399.631;415.592;369.913;360.543;377.434;312.393;393.477;289.949;381.996;318.961;368.078;240.922;370.283;195.515;377.369;152.264;421.222;314.792;412.638;235.128;410.916;179.643;405.437;124.068;457.448;324.820;450.257;249.104;446.882;198.040;442.768;145.521;495.855;345.946;490.389;286.627;486.340;247.712;478.041;207.778;B
454.103;453.583;401.503;427.089;375.199;370.867;384.207;315.066;394.772;285.426;389.535;320.834;387.024;242.911;392.988;194.075;400.458;149.081;431.158;316.845;430.162;232.980;431.904;178.817;431.848;127.829;468.226;328.855;467.379;249.246;465.307;201.699;462.968;154.660;506.918;351.477;502.753;290.041;502.366;253.876;500.483;211.084;B
448.066;466.519;394.150;437.066;374.555;380.844;396.244;328.295;418.335;306.130;393.599;331.222;381.796;263.519;383.196;217.282;387.960;175.598;433.397;328.801;433.687;253.775;438.464;203.346;441.971;163.697;466.013;341.411;467.397;273.379;462.548;243.489;460.120;220.089;498.308;360.958;505.541;302.883;509.864;267.516;515.026;231.339;B
447.839;471.938;398.074;431.594;378.977;372.582;404.875;323.650;426.842;311.749;403.120;324.562;408.033;254.483;416.488;212.807;428.200;174.754;441.413;323.637;449.923;249.902;455.948;200.976;460.984;159.165;471.204;334.821;478.905;265.229;481.712;218.058;485.278;175.066;501.296;357.567;504.981;302.732;507.406;265.493;510.615;225.841;B
443.297;465.894;400.391;432.997;378.342;368.202;403.623;321.838;428.643;319.803;409.192;312.484;413.619;248.901;421.149;209.458;434.728;171.058;443.181;313.361;452.102;245.582;461.267;197.576;465.225;151.996;469.421;326.897;478.301;265.322;482.709;219.673;487.129;173.468;496.472;350.136;499.892;302.567;498.761;269.418;497.187;231.532;B
444.267;468.991;395.161;433.486;377.423;374.728;400.860;324.199;420.446;310.205;403.303;321.544;405.758;250.335;414.804;207.503;426.381;167.755;441.169;320.449;447.629;244.290;454.318;194.211;459.470;149.957;470.431;331.782;476.336;260.449;478.062;212.889;480.777;168.178;500.509;354.528;504.142;298.560;507.587;262.791;511.344;223.627;B
443.982;469.627;397.948;431.167;379.778;369.035;401.618;318.511;419.478;307.100;406.185;316.314;410.335;248.115;418.590;206.216;429.788;166.729;442.219;316.433;450.580;244.451;459.064;196.901;464.113;153.565;470.654;328.264;477.966;263.055;480.774;217.055;484.420;171.505;500.058;350.178;503.514;299.421;505.618;263.379;507.907;223.050;B
447.804;467.993;403.297;426.803;384.356;362.496;405.434;312.392;423.968;305.315;412.682;310.845;416.828;244.904;424.354;204.492;436.148;166.052;446.857;312.177;455.696;242.106;465.134;194.338;469.180;151.124;473.626;324.074;480.622;260.462;483.770;213.791;486.495;168.675;501.744;345.634;505.230;296.325;504.854;261.544;503.116;221.822;B
446.179;454.709;399.503;426.060;375.854;373.114;396.243;325.438;422.195;310.696;399.633;318.825;407.123;249.688;417.686;207.925;430.762;170.506;437.832;316.498;451.295;243.495;459.208;194.712;464.662;150.828;469.231;329.916;478.791;259.870;481.630;215.284;484.726;171.849;500.688;353.349;504.351;300.620;507.646;264.596;511.735;222.799;B
445.869;462.549;400.762;421.904;379.166;359.776;401.656;311.100;425.217;302.624;410.055;310.258;415.497;242.686;424.069;202.534;435.860;165.751;445.357;312.663;455.283;241.219;465.415;193.421;469.952;149.524;472.449;324.776;480.685;259.608;484.789;211.587;486.697;165.591;500.242;345.817;504.501;293.801;504.216;260.013;501.983;222.095;B
445.518;462.459;398.352;424.335;379.936;362.878;405.717;315.250;430.406;305.589;407.834;315.756;412.517;247.611;421.472;206.307;434.509;168.790;443.801;316.508;453.407;244.384;463.232;196.749;468.247;154.314;471.225;328.242;479.516;262.744;482.171;216.280;484.865;171.717;499.337;349.835;502.637;297.282;502.642;262.243;503.043;222.705;B
176.820;309.001;231.980;405.211;320.599;455.377;426.227;480.650;517.271;492.382;342.803;366.735;479.931;376.600;554.906;395.965;598.862;415.423;350.576;308.076;507.708;308.305;553.986;328.594;572.557;347.732;355.269;260.880;495.238;259.298;531.634;284.373;540.234;301.075;357.236;228.208;475.110;218.085;507.899;238.028;516.717;253.509;C
235.110;336.444;282.453;408.370;347.524;412.153;406.856;408.686;472.820;401.751;378.075;314.889;487.953;293.312;550.469;284.881;594.650;282.864;360.521;274.586;483.356;250.289;544.312;242.431;588.967;238.225;341.968;246.590;443.696;214.723;502.413;204.238;541.485;203.141;329.564;231.130;394.700;198.532;439.252;188.763;468.312;180.488;C
437.044;459.186;517.824;532.893;622.862;562.574;710.768;586.609;787.629;599.599;629.111;409.773;769.222;386.258;834.045;401.203;860.814;429.132;611.831;372.134;759.302;341.390;820.014;360.114;847.058;381.906;599.836;350.108;719.440;319.514;772.802;332.360;795.721;348.506;591.615;347.396;678.849;317.852;717.995;321.276;738.597;326.229;C
408.141;450.479;493.270;521.523;610.019;547.442;701.735;570.426;788.461;591.742;634.075;380.436;777.271;373.565;840.578;404.941;868.134;438.914;602.898;340.567;748.896;329.981;798.988;363.102;823.994;390.172;573.128;320.115;694.195;308.093;740.117;329.667;760.150;348.213;551.126;322.145;636.784;306.477;675.642;317.883;694.557;322.671;C
194.891;371.485;267.460;379.724;355.290;381.659;444.282;384.635;524.441;390.218;364.072;393.375;499.915;400.976;547.128;406.328;569.519;411.439;367.158;399.541;508.823;387.515;507.233;379.720;482.612;375.888;370.693;400.554;484.926;385.505;456.362;380.803;413.966;373.776;378.803;406.172;477.688;402.638;482.518;399.121;472.293;390.312;C
454.325;478.622;516.763;550.528;596.518;551.866;673.317;529.990;741.493;499.312;642.116;433.184;752.357;387.002;797.408;389.490;831.228;401.804;606.828;382.173;718.586;338.670;759.546;343.642;786.859;358.010;570.704;353.245;668.087;315.917;707.702;315.873;729.394;319.526;536.781;338.382;615.308;308.854;643.304;306.833;648.366;303.561;C
413.311;466.279;485.624;551.937;596.191;578.056;694.592;591.354;786.669;603.628;600.484;434.494;747.343;390.449;818.620;391.233;852.802;403.617;574.785;373.775;713.986;319.692;777.992;324.660;807.059;336.549;550.338;334.802;663.113;292.805;722.190;293.630;744.516;298.370;531.959;319.365;617.325;283.330;660.840;287.857;676.948;293.430;C
474.186;488.092;517.493;549.083;595.357;567.946;671.915;579.579;753.036;592.841;625.067;454.893;743.070;424.692;809.340;419.717;851.501;429.495;608.246;415.565;744.040;385.423;804.228;381.297;847.988;383.314;591.211;392.000;696.610;358.768;753.726;356.448;793.237;359.414;579.523;377.931;651.289;348.363;698.886;338.678;731.863;329.733;C
459.807;468.570;515.026;542.077;586.798;551.736;650.431;544.836;729.702;537.297;618.352;443.296;730.099;413.095;794.847;402.905;843.360;402.650;590.387;399.233;710.700;366.997;772.702;356.506;819.317;355.349;562.017;371.702;653.427;339.181;712.723;327.346;751.795;326.201;538.178;356.769;601.442;321.139;648.550;306.107;678.532;294.256;C
425.836;462.209;504.193;545.336;606.473;573.415;690.107;584.329;768.726;583.322;608.115;437.769;744.779;404.506;817.077;405.234;858.183;414.020;583.872;388.200;726.830;345.275;795.481;353.495;833.809;364.603;564.256;354.058;679.043;320.050;744.175;324.836;776.467;332.762;552.988;341.538;640.244;312.028;686.258;317.489;711.920;322.788;C
411.052;461.942;491.306;548.029;594.310;578.130;689.547;593.483;780.143;608.714;604.475;436.950;742.995;407.720;815.460;410.541;855.219;424.424;587.372;385.086;729.449;346.909;796.648;356.321;833.104;370.216;570.071;353.251;683.946;324.118;747.527;328.395;780.223;333.227;556.839;339.750;645.870;312.134;692.999;319.634;716.467;325.400;C
